Brand,Model No,Discription,Category,Vehical Application,Features,Price,Intallation Video (Youtube Link),Other Information,Disclaimer,Downloads
TOYOTA,CAM-TY-CRS/N,OEM type fitting Rear Camera,OEM TYPE CAR CAMERAS,Toyota Innova Crysta & Applicable for Selected Models,1. Reverse camera with OEM type fitting attachments. 2. No need to drill bumper or screw near number plat.  3. Fitting with good finishing. 4. Angle with 120°. 5. Connection Video RCA. 6. Power Supply 12V DC. 7. Operating Voltage: DC 5-15V. 8. 580 TV Lines and 704 x 576 Effective Pixels. 9. Enhanced Performance In Low Light. 10. Operating Temp.    -40 to +85 (°C). 11. BBB 0 Format - PAL NTSC. 12. Effective Pixel - PAL:38W NTSC:30W. 13. 1/4 COLOR CMOS,2228,,This product has been developed through carefully documented data and research.,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM-TY-CRS/140/N,OEM type fitting Rear Camera with Angle 140,OEM TYPE CAR CAMERAS,Toyota Innova Crysta & Applicable for Selected Models,1. Reverse camera with OEM type fitting attachments. 2. No need to drill bumper or screw near number plat.  3. Fitting with good finishing. 4. Angle with 140°. 5. Connection Video RCA. 6. Power Supply 12V DC. 7. Operating Voltage: DC 5-15V. 8. 580 TV Lines and 704 x 576 Effective Pixels. 9. Enhanced Performance In Low Light. 10. Operating Temp.    -40 to +85 (°C). 11. BBB 0 Format - PAL NTSC. 12. Effective Pixel - PAL:38W NTSC:30W. 13. 1/4 COLOR CMOS,2384,,This product has been developed through carefully documented data and research.,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM-TY-CRS/170,OEM type fitting Rear Camera with Angle 170,OEM TYPE CAR CAMERAS,Toyota Innova Crysta & Applicable for Selected Models,1. Reverse camera with OEM type fitting attachments. 2. No need to drill bumper or screw near number plat.  3. Fitting with good finishing. 4. Angle with 170°. 5. Connection Video RCA. 6. Power Supply 12V DC. 7. Operating Voltage: DC 5-15V. 8. 580 TV Lines and 704 x 576 Effective Pixels. 9. Enhanced Performance In Low Light. 10. Operating Temp.    -40 to +85 (°C). 11. BBB 0 Format - PAL NTSC. 12. Effective Pixel - PAL:38W NTSC:30W. 13. 1/4 COLOR CMOS,3657,,This product has been developed through carefully documented data and research.,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM-TY-CRS/180,OEM type fitting Rear Camera with Angle 180,OEM TYPE CAR CAMERAS,Toyota Innova Crysta & Applicable for Selected Models,1. Reverse camera with OEM type fitting attachments. 2. No need to drill bumper or screw near number plat.  3. Fitting with good finishing. 4. Angle with 180°. 5. Connection Video RCA. 6. Power Supply 12V DC. 7. Operating Voltage: DC 5-15V. 8. 580 TV Lines and 704 x 576 Effective Pixels. 9. Enhanced Performance In Low Light. 10. Operating Temp.    -40 to +85 (°C). 11. BBB 0 Format - PAL NTSC. 12. Effective Pixel - PAL:38W NTSC:30W. 13. 1/4 COLOR CMOS,5841,,This product has been developed through carefully documented data and research.,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM-TY-CRS/GUD/N,OEM type fitting Rear Camera with Artificial Moving Guideline,OEM TYPE CAR CAMERAS,Toyota Innova Crysta & Applicable for Selected Models,1. Reverse camera with OEM type fitting attachments. 2. Camera with Artificial Moving Guideline as Guideline moves with the movement of the car. 3. No need to drill bumper or screw near number plat.  4. Fitting with good finishing. 5. Angle with 120°. 6. Connection Video RCA. 7. Power Supply 12V DC. 8. Operating Voltage: DC 5-15V. 9. 580 TV Lines and 704 x 576 Effective Pixels. 10. Enhanced Performance In Low Light. 11. Operating Temp.    -40 to +85 (°C). 12. BBB 0 Format - PAL NTSC. 13. Effective Pixel - PAL:38W NTSC:30W. 14. 1/4 COLOR CMOS,3860,,This product has been developed through carefully documented data and research.,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM-TY-GLN/N,OEM type fitting Rear Camera,OEM TYPE CAR CAMERAS,,1. Reverse camera with OEM type fitting attachments. 2. No need to drill bumper or screw near number plat.  3. Fitting with good finishing. 4. Angle with 120°. 5. Connection Video RCA. 6. Power Supply 12V DC. 7. Operating Voltage: DC 5-15V. 8. 580 TV Lines and 704 x 576 Effective Pixels. 9. Enhanced Performance In Low Light. 10. Operating Temp.    -40 to +85 (°C). 11. BBB 0 Format - PAL NTSC. 12. Effective Pixel - PAL:38W NTSC:30W. 13. 1/4 COLOR CMOS,1820,,This product has been developed through carefully documented data and research.,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM-TY-GLN/N-IR,OEM type fitting Rear Camera,OEM TYPE CAR CAMERAS,,1. Reverse camera with OEM type fitting attachments. 2. No need to drill bumper or screw near number plat.  3. Fitting with good finishing. 4. Angle with 120°. 5. Connection Video RCA. 6. Power Supply 12V DC. 7. Operating Voltage: DC 5-15V. 8. 580 TV Lines and 704 x 576 Effective Pixels. 9. Enhanced Performance In Low Light. 10. Operating Temp.    -40 to +85 (°C). 11. BBB 0 Format - PAL NTSC. 12. Effective Pixel - PAL:38W NTSC:30W. 13. 1/4 COLOR CMOS,1920,,This product has been developed through carefully documented data and research.,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM-TY-F/OE/N,Front Camera Fix in Logo,OEM TYPE CAR CAMERAS,Toyota All Model & Applicable for Selected Models,1. Front camera will fix in Logo. 2. No need to drill bumper or screw.  3. Fitting with good finishing. 4. Angle with 140°. 5. Connection Video RCA. 6. Power Supply 12V DC. 7. Operating Voltage: DC 5-15V. 8. 580 TV Lines and 704 x 576 Effective Pixels. 9. Enhanced Performance In Low Light. 10. Operating Temp.    -40 to +85 (°C). 11. BBB 0 Format - PAL NTSC. 12. Effective Pixel - PAL:38W NTSC:30W. 13. 1/4 COLOR CMOS,3328,,This product has been developed through carefully documented data and research.,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM/SOL-TO-ALT,Rear Camera Solution to add on Rear Camera in OEM Display,360 DEGREEFRONT & REAR CAM SOL,Toyota Altis 2014 2015 & Applicable for Selected Models,1. Plug and play no cutting of wires required 2. Add on Rear Camera in the OEM radio. 3. Allow you to see Rear View Camera vision in the OEM radio and no need to install any additional screen or change your original feature rear view mirror.,1143,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM/SOL-TO-INV/LTD,Rear Camera Solution to add on Rear Camera in OEM Display,360 DEGREEFRONT & REAR CAM SOL,Toyota New Innova Limited Addition 2015 & Altis 2011-2013 & Applicable for Selected Models,1. Plug and play no cutting of wires required 2. Add on Rear Camera in the OEM radio. 3. Allow you to see Rear View Camera vision in the OEM radio and no need to install any additional screen or change your original feature rear view mirror.,1840,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM/SOL-TO-ALT16,Rear Camera Solution to add on Rear Camera in OEM Display,360 DEGREEFRONT & REAR CAM SOL,Toyota Altis 2016 Etios  Crysta (After Sept 2018 Modal )& Applicable for Selected Models,1. Plug and play no cutting of wires required 2. Add on Rear Camera in the OEM radio. 3. Allow you to see Rear View Camera vision in the OEM radio and no need to install any additional screen or change your original feature rear view mirror.,1086,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM/SOL-TO-YRS,Rear Camera Solution to add on Rear Camera in OEM Display,360 DEGREEFRONT & REAR CAM SOL,Toyota Yaris 2018+ & Applicable for Selected Models,1. Plug and play no cutting of wires required 2. Add on Rear Camera in the OEM radio. 3. Allow you to see Rear View Camera vision in the OEM radio and no need to install any additional screen or change your original feature rear view mirror.,2626,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM/SOL-TO-CYT20,,360 DEGREEFRONT & REAR CAM SOL,Toyota innova Crysta 2020,1. Plug and play no cutting of wires required 2. Add on Rear Camera in the OEM radio. 3. Allow you to see Rear View Camera vision in the OEM radio and no need to install any additional screen or change your original feature rear view mirror.,1699,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM/SOL-TO-CYT20/D,,360 DEGREEFRONT & REAR CAM SOL,Toyota innova Crysta 2020,1. Plug and play no cutting of wires required 2. Add on Rear Camera in the OEM radio. 3. Allow you to see Rear View Camera vision in the OEM radio and no need to install any additional screen or change your original feature rear view mirror.,3068,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM-SOL-F/R-INT,Front Rear Camera Interface,360 DEGREEFRONT & REAR CAM SOL,Universal Solution,1. This is the best system you can get for the safety of your car. 2. This is a new concept which can bring revolution in car parking. It helps to park your car very particularly and perfectly. 3. This is Universal Interface system which help to add two cameras i.e. 1 in front and other on the rear side of car. 4. When you put gear in reverse the rear camera automatically is activated and shows rear view on the screen and after you switch from reverse to any gear or even neutral front camera is activated for 10 seconds. 5. System does not disturb driver while driving. There is no need to pull or push any switch any button or any lever to activate the system.,2135,,This product has been developed through carefully documented data and research.,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM-TY/FRT-16,Front Camera  Interface ,360 DEGREEFRONT & REAR CAM SOL,,1. Plug and play no cutting of wires required 2. Add on Front Camera in the OEM radio. 3. Allow you to see Front View Camera vision in the OEM radio and no need to install any additional screen or change your original feature rear view mirror. 4. Integrate with Rear OEM Camera. 5. Work with self Logic system. 6. This is the best system you can get for the safety of your car. 7. This is a new concept which can bring revolution in car parking. It helps to park your car very particularly and perfectly. 8. This system consists of front camera and use the OEM camera of the car. 9. When you put gear in reverse the rear camera automatically is activated and shows rear view on the screen and after you switch from reverse to any gear or even neutral front camera is activated for 10 seconds. 10. System does not disturb driver while driving. There is no need to pull or push any switch any button or any lever to activate the system.,3939,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM-TY/FRT-24,Front Camera  Interface ,360 DEGREEFRONT & REAR CAM SOL,Toyota Innova Fortuner Altis Crysta - 2014+ (OEM Radio should be fujitsu Ten made in India version),1. Plug and play no cutting of wires required 2. Add on Front Camera in the OEM radio. 3. Allow you to see Front View Camera vision in the OEM radio and no need to install any additional screen or change your original feature rear view mirror. 4. Integrate with Rear OEM Camera. 5. Work with self Logic system. 6. This is the best system you can get for the safety of your car. 7. This is a new concept which can bring revolution in car parking. It helps to park your car very particularly and perfectly. 8. This system consists of front camera and use the OEM camera of the car. 9. When you put gear in reverse the rear camera automatically is activated and shows rear view on the screen and after you switch from reverse to any gear or even neutral front camera is activated for 10 seconds. 10. System does not disturb driver while driving. There is no need to pull or push any switch any button or any lever to activate the system.,4136,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM-TY-O/360,360 Camera Installation Input Solution,360 DEGREEFRONT & REAR CAM SOL,Toyota innova & Fortuner 2012-14,1. Plug N Play No cutting of wire required. 2. Easy Installation. 3. Allow to enjoy wonderful OEM Touch Screen radio to install 360 Camera. 4. This 360 camera solution can generate input for installation of 360 Bird View Camera system in OEM radio of the car very easily. 5. Installation of 360 Bird View System is very convenient for Car Parking as well as also can use while Driving and we can do Live Recording and this all feature we can add on in OEM radio only with 360 Camera Solution.,1841,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM-TY-LTD/360,360 Camera Installation Input Solution,360 DEGREEFRONT & REAR CAM SOL,Toyta Altis 2012-14 Innova Limited Eddition,1. Plug N Play No cutting of wire required. 2. Easy Installation. 3. Allow to enjoy wonderful OEM Touch Screen radio to install 360 Camera. 4. This 360 camera solution can generate input for installation of 360 Bird View Camera system in OEM radio of the car very easily. 5. Installation of 360 Bird View System is very convenient for Car Parking as well as also can use while Driving and we can do Live Recording and this all feature we can add on in OEM radio only with 360 Camera Solution.,1841,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CAM-TY/360,360 Camera Installation Input Solution,360 DEGREEFRONT & REAR CAM SOL,Toyota Innova & Fortuner 2015+ Yaris  Altis 2017+,1. Plug N Play No cutting of wire required. 2. Easy Installation. 3. Allow to enjoy wonderful OEM Touch Screen radio to install 360 Camera. 4. This 360 camera solution can generate input for installation of 360 Bird View Camera system in OEM radio of the car very easily. 5. Installation of 360 Bird View System is very convenient for Car Parking as well as also can use while Driving and we can do Live Recording and this all feature we can add on in OEM radio only with 360 Camera Solution.,1841,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CADP-TY01/16,Camera Retention Interface.,OEM CAMERA RETENTION,Toyota Innova Fortuner 2012-2014 (OEM Radio should be fujitsu Ten made in Thailand version) Altis 2015-16,1. Plug and play no cutting of wires required. 2. Maintains the OEM reverse camera when fitting an aftermarket head unit.,1012,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,CADP-TY01/24,Camera Retention Interface.,OEM CAMERA RETENTION,Toyota Innova Fortuner 2014+ (OEM Radio should be fujitsu Ten made in India version) Altis 2016+ Crysta,1. Plug and play no cutting of wires required. 2. Maintains the OEM reverse camera when fitting an aftermarket head unit.,1012,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,PAM-04UN2,2Ch Universal Preamp,MALE FEMALE,Universal,1. Hi level Audio to Signal converter Two Channel Universal.,1436,,This product has been developed through carefully documented data and research.,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,MF-03TO,Male Female connector with all wires,MALE FEMALE,Toyota All Model,1. Plug and play no cutting of wires required. 2. Simply plug one end of the connector into your car connector and the other into your OEM radio.3. Male / Female connector allow to use for upgrade of OEM radio with additional sound with using Hi-Low convertor or the preamplifier to enhance the power of sound without cutting of original wires. 4. Male Female connector with all wire also can use as universal to add any accessories between the car and OEM radio without cutting or skinning original wires.,1080,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,AVG-02TY/VO,Video Out,AUDIO VIDEO GADGETS,Toyota Innova Fortuner Altis Crysta - 2014+ (OEM Radio should be fujitsu Ten made in India version),1. Plug and play no cutting of wires required. 2. Connect in OEM radio and other end is Video RCA to take output of Video to other screen. 3. Upgrade with Video out of OEM screen to other Roof mount screen or Headrest Monitor etc.,844,,This product has been developed through carefully documented data and research.,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,AVG-02TY/SCR,TV Free Interface,TV FREE INTERFACE,As Applicable Car Modals,TV Free Interface,850,,This product has been developed through carefully documented data and research.,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,AVG-TY-20/SCR,TV Free Interface,TV FREE INTERFACE,As Applicable Car Modals,TV Free Interface,2750,,This product has been developed through carefully documented data and research.,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,EXT-01USB-AUX/HD,USB-AUX Extention Cable OEM type fitting,EXTENTION CABLE FOR OEM TYPE,Applicable as per Car Models,1. Squre USB/AUX Socket with Extension wire. 2. One USB and one 3.5mm stereo jack sockets. 3. Plug and play no cutting of wires required. 4. Maintains the vehicles aesthetics whilst allowing an factory fitted look. 5. USB can be use as charging of phone as well as play music and video. 6. 3.5mm jack to hear good quality audio.,600,,This product has been developed through carefully documented data and research.,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,SWC-GBTO08.1,Toyota  Steering Wheel Control Interface ,STEERING INTERFACE,Toyota 20pin (Innova upto 2012 Corrola Altis  2014  Cammry upto 2014 Prado upto 2013 Etios & Liva upto 2015) & Applicable as per Car Models,1. Plug and play no cutting of wires required. 2. Allows you to upgrade to an aftermarket head unit while maintaining use of your factory fitted steering wheel controls. 3. Safety: Allows you to keep your hands on the steering wheel and eyes on the road. 4. Choose the relevant head unit connection lead according to the make of aftermarket head unit you wish to fit. 5. Interface supports phone buttons to the radio brands allow pick up/hang up in Bluetooth mode like Alpine Clarion Kenwood Pioneer LG Sony  etc. 6. Maintains the original features of the vehicle such as date time and temperature display.,3099,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,SWC-GBTO12.1,Toyota  Steering Wheel Control Interface with OEM Camera Retention,STEERING INTERFACE,for 28pin (Innova & Fortuner 2012-14) with OEM Camera Retention (16pin) & Applicable as per Car Models,1. Plug and play no cutting of wires required. 2. Allows you to upgrade to an aftermarket head unit while maintaining use of your factory fitted steering wheel controls. 3.    Safety: Allows you to keep your hands on the steering wheel and eyes on the road. 4. Choose the relevant head unit connection lead according to the make of aftermarket head unit you wish to fit. 5. Interface supports phone buttons to the radio brands allow pick up/hang up in Bluetooth mode like Alpine Clarion Kenwood Pioneer LG Sony  etc. 6. Maintains the original features of the vehicle such as date time and temperature display.,3099,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,SWC-GBTO14.1,Toyota  Steering Wheel Control Interface with OEM Camera Retention,STEERING INTERFACE,28pin (Innova & Forthuner after 2014 Cammry & Altis)  with OEM Camera Retention (24 PIN ) & Applicable as per Car Models,1. Plug and play no cutting of wires required. 2. Allows you to upgrade to an aftermarket head unit while maintaining use of your factory fitted steering wheel controls. 3. Safety: Allows you to keep your hands on the steering wheel and eyes on the road. 4. Choose the relevant head unit connection lead according to the make of aftermarket head unit you wish to fit. 5. Interface supports phone buttons to the radio brands allow pick up/hang up in Bluetooth mode like Alpine Clarion Kenwood Pioneer LG Sony  etc. 6. Maintains the original features of the vehicle such as date time and temperature display.,3099,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,MF-01TY/OL,Mirror Fold,Mirror Fold,Toyota Old Models,1. Plug and Play no cutting of wires required. 2. Activate the feature of automatic side mirror Fold and Unfold with Car Central Locking Remote. 3. It must require that car have button inside to operate function of mirror fold and unfold. 4. There are 2 options in Interface. A) Option 1: Mirror Fold when lock the Car and Unfold when give Ignition to car not on Unlock because it save Motor cycle of the Mirror by unnecessary fold and Unfold of mirror on Lock and Unlock as we not always unlock car for drive the car. B) Option 2: Mirror Fold on Lock and Unfold on Unlock the Car. (Interface is programmed with Option: 1 and if need to switch Option: 2 just cut 1 interlink in wiring harness. 5. Advantage is if Mirror is Fold it ensures that Car is locked.,2148,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
TOYOTA,MF-01TY/NW,Mirror Fold,Mirror Fold,Toyota New & Crysta,1. Plug and Play no cutting of wires required. 2. Activate the feature of automatic side mirror Fold and Unfold with Car Central Locking Remote. 3. It must require that car have button inside to operate function of mirror fold and unfold. 4. There are 2 options in Interface. A) Option 1: Mirror Fold when lock the Car and Unfold when give Ignition to car not on Unlock because it save Motor cycle of the Mirror by unnecessary fold and Unfold of mirror on Lock and Unlock as we not always unlock car for drive the car. B) Option 2: Mirror Fold on Lock and Unfold on Unlock the Car. (Interface is programmed with Option: 1 and if need to switch Option: 2 just cut 1 interlink in wiring harness. 5. Advantage is if Mirror is Fold it ensures that Car is locked.,2148,,Please check the connections in the vehicle match the harness you are purchasing,KIPSC AR-AV ELECTRONICS PVT LTD cannot be held responsible for discrepancies/inconsistencies that may occur due to vehicle manufacturing changes. Liability is restricted to replacement of Product/s only if any damage that may occur in the vehicle during the installation of components.,
